"BOOT_IMAGE",CPUs,HWalign,Mfr,MinObjects,"NR_CPUS",Nodes,Order,Product,SerialNumber,"_raw","_time",agent,alloc,apic1,apic2,apparmor,"audit_enabled",auto,"bucket_order",caller,comm,component,controlPort,crc32c,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",decodes,"default_hierarchy","duration_seconds",err,eventtype,fd,file,host,id,idProduct,idVendor,"illegal_access",index,integration,label,"language_name","last_pfn",layoutcode,level,linecount,locale,locks,lpj,"max_arch_pfn","max_order",msg,name,"nr_cpu_ids",operation,owns,pci,pid,pin1,pin2,priority,profile,protocols,punct,rc,"rcu_fanout_leaf",res,root,shortlist,size,software,source,sourcetype,"splunk_server","splunk_server_group",state,sto,"supported_locales",swVersion,timeendpos,"timestamp_bits",timestartpos,ts,type,uid,unit,vector,workerName,"x_info","x_pid"
,,,,,,,,,,"Oct 12 18:38:41 automation cron[1188]: (CRON) INFO (pidfile fd = 3)","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,3,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_()__(__=_)",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Discard unused blocks...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:____...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started Deferred execution scheduler.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started irqbalance daemon.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started Regular background program processing daemon.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:______.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation thermald[1028]:  Need Linux PowerCap sysfs","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation thermald[1028]: 22 CPUID levels; family:model:stepping 0x6:7e:5 (6:126:5)","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___;_::_::_(::)",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation thermald[1028]: NO RAPL sysfs present","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:____",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Jenkins Continuous Integration Server...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Accounts Service...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Dispatcher daemon for systemd-networkd...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____-...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Permit User Sessions...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:____...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Login Service...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting LSB: Record successful boot for GRUB...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:__:_____...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting System Logging Service...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:____...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started Monitoring system and forwarder.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation dbus-daemon[1045]: [system] Activating via systemd: service name='org.freedesktop.hostname1' unit='dbus-org.freedesktop.hostname1.service' requested by ':1.2' (uid=100 pid=915 comm=""/lib/systemd/systemd-networkd "" label=""unconfined"")","2025-10-12T18:38:41.000+0000",,,,,,,,,,"/lib/systemd/systemd-networkd",,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,unconfined,,,,,1,,,,,,,"'org.freedesktop.hostname1'",,,,,915,,,,,,"__::__-[]:_[]___:__='..'_='-...'___':.'_(=_=_=""///",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,100,"'dbus-org.freedesktop.hostname1.service'",,,,
,,,,,,,,,,"Oct 12 18:38:41 automation dbus-daemon[1045]: [system] AppArmor D-Bus mediation is enabled","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__-[]:_[]__-___",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation dbus-daemon[1045]: dbus[1045]: Unknown group ""power"" in message bus configuration file","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__-[]:_[]:___""""_____",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:  12: fd:  18: unified","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:__:_:__:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:  11: fd:  17: name=systemd","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,systemd,,,,,,,,,,,"__::__[]:__:_:__:_=",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:  10: fd:  16: rdma","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:__:_:__:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:   9: fd:  15: hugetlb","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___:_:__:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:   8: fd:  14: cpuset","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___:_:__:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:   7: fd:  13: net_cls,net_prio","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___:_:__:_,",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:   6: fd:  12: pids","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___:_:__:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:   5: fd:  11: cpu,cpuacct","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___:_:__:_,",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:   4: fd:  10: blkio","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___:_:__:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:   3: fd:   9: freezer","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___:_:___:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:   2: fd:   8: perf_event","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___:_:___:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:   1: fd:   7: memory","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___:_:___:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]:   0: fd:   6: devices","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___:_:___:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]: hierarchies:","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_:",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation lxcfs[1043]: mount namespace: 5","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:__:_",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started D-Bus System Message Bus.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:__-___.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting LSB: automatic crash report generation...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:__:____...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started FUSE filesystem for LXC.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Thermal Daemon Service...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:____...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Resets System Activity Data Collector...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:______...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Message of the Day...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Reached target Login Prompts (Pre).","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____().",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Reached target Basic System.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Reached target Sockets.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Listening on Socket activation for snappy daemon.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_______.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Listening on LXD - unix socket.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:____-__.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Availability of block devices...","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____...",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Reached target Remote File Systems.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Reached target Remote File Systems (Pre).","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:______().",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Reached target Network is Online.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Reached target Cloud-config availability.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___-_.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Listening on ACPID Listen Socket.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Reached target Timers.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started Daily apt upgrade and clean activities.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_______.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting Socket activation for snappy daemon.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:______.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started Discard unused blocks once a week.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_______.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started Daily Cleanup of Temporary Directories.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:______.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Listening on D-Bus System Message Bus Socket.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___-____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Reached target Paths.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started ACPI Events Check.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Listening on Open-iSCSI iscsid Socket.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___-__.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Listening on UUID daemon activation socket.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:______.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started Daily apt download activities.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started Ubuntu Advantage Timer for running repeated jobs.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:________.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Started Message of the Day.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:_____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Starting LXD - unix socket.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___-__.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Listening on cloud-init hotplug hook socket.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:___-___.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
,,,,,,,,,,"Oct 12 18:38:41 automation systemd[1]: Reached target System Initialization.","2025-10-12T18:38:41.000+0000",,,,,,,,,,,,,,18,12,38,october,41,sunday,2025,local,,,,,,,,automation,,,,,"weather_index_report",,,,,,,1,,,,,,,,,,,,,,,,,,"__::__[]:____.",,,,,,,,"weather-data (1)","weather_data",automation,,,,,,16,,0,,,,,,,,
